id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,higherClassification,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,subgenus,specificEpithet,verbatimTaxonRank,infraspecificEpithet,taxonRank,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,associatedCollectors,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,fieldNumber,eventID,informationWithheld,dataGeneralizations,dynamicProperties,associatedOccurrences,associatedSequences,associatedTaxa,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,preparations,country,stateProvince,county,municipality,locality,locationRemarks,localitySecurity,localitySecurityReason,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,sourcePrimaryKey-dbpk,collID,recordID,references
3314688,DAV,Lichens,,PreservedSpecimen,1776ba47-7989-4e39-b8fd-ec176a7c0919,DAV221674,,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Peltigerales|Collematineae|Collemataceae|Collema,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Collemataceae,Collema nigrescens,53526,(Hudson) DC.,Collema,,nigrescens,,,Species,Beth Beyer,Apr 2017,,,,,,Beth Beyer,,MCP100,2017/04/15,2017,4,15,105,,,,Oak savanna,Blue oak bark,,,,,,,,,,,,,,,,,United States,California,Napa,,Moore Creek Park. Off the trail leading up to the highest ridge. East side of the park.,,0,,38.5083,-122.3539,NAD83,,,,,,,,300,,,,,1000 ft,,,ucdherbarium,2021/11/16 11:21,,117,urn:uuid:1776ba47-7989-4e39-b8fd-ec176a7c0919,https://lichenportal.org/cnalh/collections/individual/index.php?occid=3314688
3314689,DAV,Lichens,,PreservedSpecimen,7ecfd8ee-9b67-44e9-9284-3b7253affd91,DAV221670,,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Lecanorales|Cladoniaceae|Cladonia,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia squamosa,53471,Hoffm.,Cladonia,,squamosa,,,Species,Benjamin Maples,April 2017,,,,,,Benjamin Maples,,MCP101,2017/04/15,2017,4,15,105,,,,cut bank,soil wall,Chemistry: K-,,,,,,,,,,,,,,,,USA,California,Napa,,Moore Creek Park - ~1.4 km due north of the easternmost corner of Lake Hennessey,,0,,38.499804,-122.354977,NAD83,,,,,,,,134,,,,,,,,ucdherbarium,2021/11/16 11:21,,117,urn:uuid:7ecfd8ee-9b67-44e9-9284-3b7253affd91,https://lichenportal.org/cnalh/collections/individual/index.php?occid=3314689
3314690,DAV,Lichens,,PreservedSpecimen,9bbbfc81-4bf1-4712-b171-8ae8fbd349f5,DAV221671,,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Lecanorales|Cladoniaceae|Cladonia,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia squamosa,53471,Hoffm.,Cladonia,,squamosa,,,Species,Lana Saykali,2017/05/11,,,,,,Lana Saykali,,MCP102,2017/05/11,2017,5,11,131,,,,Woodland,Dirt slope,"K-, P-, UV+",,,,,,,,,,,,,,,,USA,California,Napa,,"Moore Creek Park, on the ridge trail walking north to the peak",,0,,38.508348,-122.3539,NAD83,,,,,,,,,,,,,,,,ucdherbarium,2021/11/16 11:21,,117,urn:uuid:9bbbfc81-4bf1-4712-b171-8ae8fbd349f5,https://lichenportal.org/cnalh/collections/individual/index.php?occid=3314690
3314691,DAV,Lichens,,PreservedSpecimen,9b6d5a5e-b4dd-4dbd-a868-d3d7f6f786df,DAV221672,,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Lecanorales|Parmeliaceae|Parmelioideae|Evernia,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Evernia prunastri,54378,(L.) Ach.,Evernia,,prunastri,,,Species,Emma Hansen-Smith,2017/05/04,,,,,,Emma Hansen-Smith,,MCP103,2017/04/15,2017,4,15,105,,,,Riparian,Live Oak,,,,,,,,,,,,,,,,,USA,California,Napa,,"Moore Creek Park, along trail at south end of Moore Creek park",,0,,38.72916667,-122.43,NAD83,,,,,,,,368,,,,,,,,ucdherbarium,2021/11/16 11:21,,117,urn:uuid:9b6d5a5e-b4dd-4dbd-a868-d3d7f6f786df,https://lichenportal.org/cnalh/collections/individual/index.php?occid=3314691
3314692,DAV,Lichens,,PreservedSpecimen,4dfc962f-3c65-4a98-a701-7a1c8bff2054,DAV221684,,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Lecanorales|Parmeliaceae|Parmelioideae|Evernia,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Evernia prunastri,54378,(L.) Ach.,Evernia,,prunastri,,,Species,Lana Saykali,2017/05/11,,,,,,Lana Saykali,,MCP104,2017/05/11,2017,5,11,131,,,,Oak grove,Oak tree,,,,,,,,,,,,,,,,,USA,California,Napa,,"Moore Creek Park, in the oak grove along the ridge trail",,0,,38.508348,-122.3539,NAD83,,,,,,,,,,,,,,,,ucdherbarium,2021/11/16 11:21,,117,urn:uuid:4dfc962f-3c65-4a98-a701-7a1c8bff2054,https://lichenportal.org/cnalh/collections/individual/index.php?occid=3314692
3314693,DAV,Lichens,,PreservedSpecimen,65e0b9bb-fafd-4f96-bf41-fce0bfaec4c0,DAV221686,,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Lecanorales|Parmeliaceae|Parmelioideae|Flavoparmelia,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Flavoparmelia caperata,54388,(L.) Hale,Flavoparmelia,,caperata,,,Species,Allie Weill,2017/04/20,,,,,,Allie Weill,,MCP105,2017/04/15,2017,4,15,105,,,,Riparian,Arctostaphylos sp.,"K-, KC-",,,,,,,,,,,,,,,,USA,California,Napa,,"Moore Creek Park, on the branches of a 10-15 ft manzanita, near a turn in the trail not long after creek crossing",,1,,38.507949,-122.355217,NAD83,,,,,,,,107,,,,,,,,ucdherbarium,2021/11/16 11:21,,117,urn:uuid:65e0b9bb-fafd-4f96-bf41-fce0bfaec4c0,https://lichenportal.org/cnalh/collections/individual/index.php?occid=3314693
3314694,DAV,Lichens,,PreservedSpecimen,f1f83aec-9cb3-415c-a572-a86c0e1e3693,DAV221685,,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Peltigerales|Collematineae|Collemataceae|Collema,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Collemataceae,Collema nigrescens,53526,(Hudson) DC.,Collema,,nigrescens,,,Species,Beth Beyer,2017/04/15,,,,,,Beth Beyer,,MCP106,2017/04/15,2017,4,15,105,,,,Oak savanna,Blue oak bark,,,,,,,,,,,,,,,,,USA,California,Napa,,"Moore Creek Park, off the trail leading up to the highest ridge. East side of the park.",,0,,38.5083,-122.3539,NAD83,,,,,,,,305,,,,,,,,ucdherbarium,2021/11/16 11:21,,117,urn:uuid:f1f83aec-9cb3-415c-a572-a86c0e1e3693,https://lichenportal.org/cnalh/collections/individual/index.php?occid=3314694
3314695,DAV,Lichens,,PreservedSpecimen,a3476bef-a9b2-445d-9a23-20a02c6f8abe,DAV221683,,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Lecanorales|Parmeliaceae|Parmelioideae|Flavopunctelia,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Flavopunctelia flaventior,54393,(Stirton) Hale,Flavopunctelia,,flaventior,,,Species,Beth Beyer,2017/04/15,,,,,,Beth Beyer,,MCP107,2017/04/15,2017,4,15,105,,,,Oak savanna,Bark,Med C+R,,,,,,,,,,,,,,,,USA,California,Napa,,"Moore Creek Park, blue oak savanna on the top of the highest ridge in the park.",,0,,38.5083,-122.3539,NAD83,,,,,,,,305,,,,,,,,ucdherbarium,2021/11/16 11:21,,117,urn:uuid:a3476bef-a9b2-445d-9a23-20a02c6f8abe,https://lichenportal.org/cnalh/collections/individual/index.php?occid=3314695
3314696,DAV,Lichens,,PreservedSpecimen,54ba4863-0739-47f7-8def-5329a32b6399,DAV221675,,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Lecanorales|Parmeliaceae|Parmelioideae|Flavopunctelia,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Flavopunctelia flaventior,54393,(Stirton) Hale,Flavopunctelia,,flaventior,,,Species,Emma Hansen-Smith,2017/05/04,,,,,,Emma Hansen-Smith,,MCP108,2017/04/15,2017,4,15,105,,,,Riparian,Live Oak,,,,,,,,,,,,,,,,,USA,California,Napa,,"Moore Creek Park, along the trail on the south end of Moore Creek Park.",,0,,38.733889,-122.433333,NAD83,,,,,,,,111,,,,,,,,ucdherbarium,2021/11/16 11:21,,117,urn:uuid:54ba4863-0739-47f7-8def-5329a32b6399,https://lichenportal.org/cnalh/collections/individual/index.php?occid=3314696
3314697,DAV,Lichens,,PreservedSpecimen,2c8f62b5-dbea-410d-997e-8805f00b6aaf,DAV221669,,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Lecanorales|Parmeliaceae|Parmelioideae|Flavopunctelia,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Flavopunctelia soredica,54395,(Nyl.) Hale,Flavopunctelia,,soredica,,,Species,Benjamin Maples,2017/04/15,,,,,,Benajmin Maples,,MCP109,2017/04/15,2017,4,15,105,,,,edge of a meadow,Valley oak tree,,,,,,,,,,,,,,,,,USA,California,Napa,,"Moore Creek Park, ~1.8 km due north of the easternmost corner of Lake Hennessey",,0,,38.503418,-122.354782,NAD83,,,,,,,,73,,,,,,,,ucdherbarium,2021/11/16 11:21,,117,urn:uuid:2c8f62b5-dbea-410d-997e-8805f00b6aaf,https://lichenportal.org/cnalh/collections/individual/index.php?occid=3314697
3314698,DAV,Lichens,,PreservedSpecimen,f61764b8-4939-4858-9926-1f93a656fbe4,DAV222602,,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Lecanorales|Parmeliaceae|Parmelioideae|Flavopunctelia,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Flavopunctelia soredica,54395,(Nyl.) Hale,Flavopunctelia,,soredica,,,Species,Brennen Dyer,2017/04/15,,,,,,Brennen Dyer,Karissa Merritt,MCP110,2017/04/15,2017,4,15,105,,,,Oak woodland,Dead branch,,,,,,,,,,,,,,,,,USA,California,Napa,,Moore Creek Park,,0,,38.50703004,-122.3549904,NAD83,,,,,,,,112,,,,,,,,ucdherbarium,2021/11/16 11:21,,117,urn:uuid:f61764b8-4939-4858-9926-1f93a656fbe4,https://lichenportal.org/cnalh/collections/individual/index.php?occid=3314698
3314699,DAV,Lichens,,PreservedSpecimen,3358dfff-d319-47ed-9414-e3e92f53d961,DAV222603,,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Lecanorales|Parmeliaceae|Parmelioideae|Flavopunctelia,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Flavopunctelia soredica,54395,(Nyl.) Hale,Flavopunctelia,,soredica,,,Species,Tobias Mueller,2017/04/20,,,,,,Tobias Mueller,Emma Hansen-Smith,MCP111,2017/04/15,2017,4,15,105,,,,Oak woodland,Quercus agrifolia,Med C+R,,,,,,,,,,,,,,,,USA,California,Napa,,"Moore Creek Park, near river",,0,,38.52,-122.415556,NAD83,,,,,,,,100,,,,,,,,ucdherbarium,2021/11/16 11:21,,117,urn:uuid:3358dfff-d319-47ed-9414-e3e92f53d961,https://lichenportal.org/cnalh/collections/individual/index.php?occid=3314699
3314700,DAV,Lichens,,PreservedSpecimen,dddce306-9c90-4bfd-8610-c77c179ecfe0,DAV222604,,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Peltigerales|Collematineae|Pannariaceae,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Pannariaceae,Fuscopannaria,52017,P.M. J・rg.,Fuscopannaria,,,,,Genus,Benjamin Maples,2017/04/15,,,,,,Benjamin Maples,,MCP112,2017/04/15,2017,4,15,105,,,,cur bank,soil wall,cortex & medulla P-,,,,,,,,,,,,,,,,USA,California,Napa,,"Moore Creek Park, ~1.4km due north of the easternmost corner corner of Lake Hennessey",,0,,38.499804,-122.354977,NAD83,,,,,,,,134,,,,,,,,ucdherbarium,2021/11/16 11:21,,117,urn:uuid:dddce306-9c90-4bfd-8610-c77c179ecfe0,https://lichenportal.org/cnalh/collections/individual/index.php?occid=3314700
3314701,DAV,Lichens,,PreservedSpecimen,ee387f7b-ccb4-4c1d-a38c-6bc47e3d4ca1,DAV222605,,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Lecanorales|Parmeliaceae|Parmelioideae|Letharia,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Letharia vulpina,54471,(L.) Hue,Letharia,,vulpina,,,Species,Caroline Knef,2017/05/11,,,,,,Caroline Knef,,MCP113,2017/04/15,2017,4,15,105,,,,"Low elevation, decorticate branches and twigs, some shaded forests.",Decorticated hardwood,All negative,,,,,,,,,,,,,,,,USA,California,Napa,,"Moore Creek Park, less than a mile into the trail, nearby creek.",,0,,38.49111,-122.3552778,NAD83,,,,,,,,,,,,,,,,ucdherbarium,2021/11/16 11:21,,117,urn:uuid:ee387f7b-ccb4-4c1d-a38c-6bc47e3d4ca1,https://lichenportal.org/cnalh/collections/individual/index.php?occid=3314701
3314702,DAV,Lichens,,PreservedSpecimen,9783ac9e-a732-4931-86a4-a86aa98e3c43,DAV222606,,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Teloschistales|Teloschistineae|Teloschistaceae|Xanthorioideae|Xanthoria,Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,Xanthoria tenax,56396,L. Lindblom,Xanthoria,,tenax,,,Species,Beth Beyer,2017/04/15,,,,,,Beth Beyer,,MCP114,2017/04/15,2017,4,15,105,,,,Oak savanna,Black oak tree branch,,,,,,,,,,,,,,,,,USA,California,Napa,,"Moore Creek Park, blue oak savanna on the top of the highest ridge in the park",,0,,38.5083,-122.3539,NAD83,,,,,,,,305,,,,,,,,ucdherbarium,2021/11/16 11:21,,117,urn:uuid:9783ac9e-a732-4931-86a4-a86aa98e3c43,https://lichenportal.org/cnalh/collections/individual/index.php?occid=3314702
3314703,DAV,Lichens,,PreservedSpecimen,2a50b37d-b097-4e86-9cb3-85c3ea9f8222,DAV222607,,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Lecanorales|Parmeliaceae|Parmelioideae|Vulpicida,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Vulpicida canadensis,54723,(R・s・nen) J.-E. Mattsson & M. J. Lai,Vulpicida,,canadensis,,,Species,Caroline Knef,2017/05/11,,,,,,Caroline Knef,,MCP115,2017/04/15,2017,4,15,105,,,,"Conifers forests near water, some upland habitats",Pinus sabiniana,All negative,,,,,,,,,,,,,,,,USA,California,Napa,,"Moore Creek Park, forest floor.",,0,,38.49916667,-122.3552778,NAD83,,,,,,,,,,,,,,,,ucdherbarium,2021/11/16 11:21,,117,urn:uuid:2a50b37d-b097-4e86-9cb3-85c3ea9f8222,https://lichenportal.org/cnalh/collections/individual/index.php?occid=3314703
3314704,DAV,Lichens,,PreservedSpecimen,317266cd-8cfc-48ca-990a-f0e9c640cbd6,DAV222608,,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Umbilicariomycetidae|Umbilicariales|Umbilicariaceae|Umbilicaria|Umbilicaria subg. Papillophora,Fungi,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Umbilicaria phaea,55674,Tuck.,Umbilicaria,Umbilicaria subg. Papillophora,phaea,,,Species,Lana Saykali,2017/05/11,,,,,,Lana Saykali,,MCP116,2017/05/11,2017,5,11,131,,,,Woodland,Rock,,,,,,,,,,,,,,,,,USA,California,Napa,,"Moore Creek Park, at the top of the ridge past the blue oaks.",,0,,38.508348,-122.3539,NAD83,,,,,,,,,,,,,,,,ucdherbarium,2021/11/16 11:21,,117,urn:uuid:317266cd-8cfc-48ca-990a-f0e9c640cbd6,https://lichenportal.org/cnalh/collections/individual/index.php?occid=3314704
3314705,DAV,Lichens,,PreservedSpecimen,3f4e31cb-5f31-47d5-8999-80e0ecef0cba,DAV222609,,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Umbilicariomycetidae|Umbilicariales|Umbilicariaceae|Umbilicaria|Umbilicaria subg. Papillophora,Fungi,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Umbilicaria phaea,55674,Tuck.,Umbilicaria,Umbilicaria subg. Papillophora,phaea,,,Species,Beth Beyer,2017/04/15,,,,,,Beth Beyer,,MCP117,2017/04/15,2017,4,15,105,,,,Oak savanna,Medium sized rock,,,,,,,,,,,,,,,,,USA,California,Napa,,"Moore Creek Park, blue oak savanna on the top of the highest ridge in the park.",,0,,38.5083,-122.3539,NAD83,,,,,,,,305,,,,,,,,ucdherbarium,2021/11/16 11:21,,117,urn:uuid:3f4e31cb-5f31-47d5-8999-80e0ecef0cba,https://lichenportal.org/cnalh/collections/individual/index.php?occid=3314705
3314706,DAV,Lichens,,PreservedSpecimen,d41dabb0-848d-44ad-a13a-7991f6027e7b,DAV222610,,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Teloschistales|Teloschistineae|Teloschistaceae|Teloschistoideae|Teloschistes,Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,Teloschistes chrysophthalmus,56375,(L.) Th. Fr.,Teloschistes,,chrysophthalmus,,,Species,Allie Weill,2017/04/20,,,,,,Allie Weill,,MCP118,2017/04/15,2017,4,15,105,,,,Blue oak woodland,Branch tips of Quercus douglasii,,,,,,,,,,,,,,,,,USA,California,Napa,,"Moore Creek Park, highest part of ridge in a blue oak woodland, on peninsula into Lake Hennessey.",,0,,38.493515,-122.35869,NAD83,,,,,,,,292,,,,,,,,ucdherbarium,2021/11/16 11:21,,117,urn:uuid:d41dabb0-848d-44ad-a13a-7991f6027e7b,https://lichenportal.org/cnalh/collections/individual/index.php?occid=3314706
3314707,DAV,Lichens,,PreservedSpecimen,fd7920d0-6112-4bb1-b120-eff8f2197062,DAV222611,,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Lecanorales|Sphaerophoraceae|Sphaerophorus,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Sphaerophoraceae,Sphaerophorus venerabilis,127195,"Wedin, H・gnabba & Goward",Sphaerophorus,,venerabilis,,,Species,Brennen Dyer,2017/04/15,,,,,,Brennen Dyer,,MCP119,2017/04/15,2017,4,15,105,,,,Oak woodland,Live Oak Bark,,,,,,,,,,,,,,,,,USA,California,Napa,,Moore Creek Park,,0,,38.50720719,-122.3552551,NAD83,,,,,,,,120,,,,,,,,ucdherbarium,2021/11/16 11:21,,117,urn:uuid:fd7920d0-6112-4bb1-b120-eff8f2197062,https://lichenportal.org/cnalh/collections/individual/index.php?occid=3314707
3314708,DAV,Lichens,,PreservedSpecimen,94802bc4-463b-4e90-a385-35ea0b4bb100,DAV222612,,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Lecanorales|Ramalinaceae|Ramalina,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Ramalina menziesii,55436,Taylor,Ramalina,,menziesii,,,Species,Emma Hansen-Smith,2017/05/04,,,,,,Emma Hansen-Smith,,MCP120,2017/04/15,2017,4,15,105,,,,Riparian,Live oak,,,,,,,,,,,,,,,,,USA,California,Napa,,"Moore Creek Park, along trail at south end of Moore Creek Park.",,0,,38.61338889,-122.3583333,NAD83,,,,,,,,111,,,,,,,,ucdherbarium,2021/11/16 11:21,,117,urn:uuid:94802bc4-463b-4e90-a385-35ea0b4bb100,https://lichenportal.org/cnalh/collections/individual/index.php?occid=3314708
3314709,DAV,Lichens,,PreservedSpecimen,5828fabf-7617-4757-8942-31070812c6cf,DAV222613,,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Lecanorales|Ramalinaceae|Ramalina,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Ramalina leptocarpha,55434,Tuck.,Ramalina,,leptocarpha,,,Species,Allie Weill,2017/04/20,,,,,,Allie Weill,,MCP121,2017/04/15,2017,4,15,105,,,,Oak Woodland/Riparian,Bark,,,,,,,,,,,,,,,,,USA,California,Napa,,"Moore Creek Park, found on ground along trail, in shade of Quercus agrifolia and Quercus lobata.",,0,,38.503214,-122.354845,NAD83,,,,,,,,103,,,,,,,,ucdherbarium,2021/11/16 11:21,,117,urn:uuid:5828fabf-7617-4757-8942-31070812c6cf,https://lichenportal.org/cnalh/collections/individual/index.php?occid=3314709
3314710,DAV,Lichens,,PreservedSpecimen,01d7a5b9-a990-4f2c-a449-a844f3584605,DAV222614,,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Lecanorales|Parmeliaceae|Parmelioideae|Punctelia,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Punctelia perreticulata,54594,(R・s・nen) G. Wilh. & Ladd,Punctelia,,perreticulata,,,Species,Tobias Mueller & Tom Carlberg,2017/04/15,,,,,,Tobias Mueller,Emma Hansen-Smith,MCP122,2017/04/15,2017,4,15,105,,,,Oak woodland,Live Oak,Med C+R,,,,,,,,,,,,,,,,USA,California,Napa,,Moore Creek Park.,,0,,38.51338889,-122.3583333,NAD83,,,,,,,,111,,,,,,,,ucdherbarium,2021/11/16 11:21,,117,urn:uuid:01d7a5b9-a990-4f2c-a449-a844f3584605,https://lichenportal.org/cnalh/collections/individual/index.php?occid=3314710
3314711,DAV,Lichens,,PreservedSpecimen,e904b7a4-b7ae-4c44-84be-1930b0b72c2f,DAV222615,,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Peltigerales|Peltigerineae|Peltigeraceae|Lobarioideae|Pseudocyphellaria,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Pseudocyphellaria anthraspis,55941,(Ach.) H. Magn.,Pseudocyphellaria,,anthraspis,,,Species,Christopher Adlam,2017/04/20,,,,,,Christopher Adlam,,MCP123,2017/04/15,2017,4,15,105,,,,Mixed oak woodland,Fallen Black Oak branch,,,,,,,,,,,,,,,,,USA,California,Napa,,"Moore Creek Park, north facing side of summit.",,0,,38.49444444,-122.3586111,NAD83,,,,,,,,270,,,,,,,,ucdherbarium,2021/11/16 11:21,,117,urn:uuid:e904b7a4-b7ae-4c44-84be-1930b0b72c2f,https://lichenportal.org/cnalh/collections/individual/index.php?occid=3314711
3314712,DAV,Lichens,,PreservedSpecimen,f68f6eab-b250-4a92-bbad-800bc40f91e1,DAV222616,,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Ostropomycetidae|Pertusariales|Pertusariaceae|Pertusaria,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Pertusaria albescens,54837,(Hudson) Choisy & Werner,Pertusaria,,albescens,,,Species,Benjamin Maples,2017/04/15,,,,,,Benjamin Maples,,MCP124,2017/04/15,2017,4,15,105,,,,Blue oak woodland,Blue oak tree,"K-, C-, P-",,,,,,,,,,,,,,,,USA,California,Napa,,"Moore Creek Park, ~1.3km due north of the easternmost corner of Lake Hennessey.",,0,,38.498981,-122.357945,NAD83,,,,,,,,204,,,,,,,,ucdherbarium,2021/11/16 11:21,,117,urn:uuid:f68f6eab-b250-4a92-bbad-800bc40f91e1,https://lichenportal.org/cnalh/collections/individual/index.php?occid=3314712
3314713,DAV,Lichens,,PreservedSpecimen,1530075e-71f6-4f48-95b8-22c9a8648ef5,DAV222617,,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Caliciales|Physciaceae|Physconia,Fungi,Ascomycota,Lecanoromycetes,Caliciales,Physciaceae,Physconia enteroxantha,55159,(Nyl.) Poelt,Physconia,,enteroxantha,,,Species,Theodore L. Esslinger,2019,,North Dakota State University Herbarium,,,,Allie Weill,,MCP125,2017/04/15,2017,4,15,105,,4/15/17,DNA 1566.,Blue oak woodland.,Quercus douglasii.,,,,,,,,,,,,,,,,,USA,California,Napa,,"Moore Creek Park, highest part of ridge in a blue oak woodland, on penninsula into Lake Hennessey.",,0,,38.493515,-122.35889,NAD83,,,,,,,,290,,,,,,,,ucdherbarium,2021/11/16 11:21,,117,urn:uuid:1530075e-71f6-4f48-95b8-22c9a8648ef5,https://lichenportal.org/cnalh/collections/individual/index.php?occid=3314713
3314714,DAV,Lichens,,PreservedSpecimen,197bbda6-5138-465c-a774-8923bf52c449,DAV222618,,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Lecanorales|Parmeliaceae|Parmelioideae|Letharia,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Letharia vulpina,54471,(L.) Hue,Letharia,,vulpina,,,Species,Allie Weill,2017/05/04,,,,,,Allie Weill,,MCP126,2017/04/15,2017,4,15,105,,,,Riparian,Arctostaphylos sp.,,,,,,,,,,,,,,,,,USA,California,Napa,,"Moore Creek Park, on the branches of a 10-15 ft manzanita, near a turn in the trail not long after creek crossing; 38.507949 -122.355217",,0,,38.507949,-122.355217,NAD83,,,,,,,,107,,,,,,,,ucdherbarium,2021/11/16 11:21,,117,urn:uuid:197bbda6-5138-465c-a774-8923bf52c449,https://lichenportal.org/cnalh/collections/individual/index.php?occid=3314714
3314715,DAV,Lichens,,PreservedSpecimen,b8ddd787-eec8-483e-9b62-11e6ce33eafd,DAV222619,,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Caliciales|Physciaceae|Physconia,Fungi,Ascomycota,Lecanoromycetes,Caliciales,Physciaceae,Physconia isidiigera,55160,(Zahlbr.) Essl.,Physconia,,isidiigera,,,Species,Theodore L. Esslinger,2019,,North Dakota State University Herbarium,,,,Benajmin Maples,,MCP127,2017/04/15,2017,4,15,105,,15 April 2017,DNA 1564.,Blue oak woodland (at top of ridge).,Blue oak tree.,Spot tests: cortex K-; medulla K-,,,,,,,,,,,,,,,,USA,California,Napa,,"Moore Creek Park, ~1.3km due north of the easternmost corner of Lake Hennessey.; 38.498981 -122.357945",,0,,38.498981,-122.357945,NAD83,,,,,,,,204,,,,,,,,ucdherbarium,2021/11/16 11:21,,117,urn:uuid:b8ddd787-eec8-483e-9b62-11e6ce33eafd,https://lichenportal.org/cnalh/collections/individual/index.php?occid=3314715
